reviewer,co-reviewer,app,id,title,comment,rating,reviewer,fee,date,version,data source,is_userExperience,is_bugReport,is_newFeatureRequest,is_Rating
GR,NCH,Dropbox,3282354146,Sharing,The last update stated when sharing a document it DB will send the file and a link. IT DOES NOT SEND THE FILE. Just a link as usual.,2,frankster222,free,NA,NA,npm app-store-scraper,1,1,0,0
GR,NCH,Dropbox,2309927531,Google sign In,Every time I sign out with google and sign in it signs me into my same account I’m trying to aim into a different one but won’t let me,1,Hjbkkv,free,NA,NA,npm app-store-scraper,0,1,0,0
GR,NCH,Dropbox,2992389151,Background upload,"The whole point of camera upload in the background is to not have to constantly open the app and get it to start uploading. Extremely annoying, having to remember to open the app just to upload my recent photos",1,Asydia,free,NA,NA,npm app-store-scraper,1,0,0,0
GR,NCH,Dropbox,2844187259,Limit,Your limit on the amount of media being stored for free is not good at all,5,CmasterY,free,NA,NA,npm app-store-scraper,0,0,0,1
GR,NCH,Dropbox,3268500537,"Great app, need to clear cache","I use Dropbox almost daily, but without a way to clear the cache, it constantly chews up my storage on my iphone. There needs to be a way to clear the cache without uninstalling and reinstalling and signing back in. 

This needs to be the primary focus of app developers.",4,CaptMikey73,free,NA,NA,npm app-store-scraper,0,0,1,0
GR,NCH,Dropbox,3310574140,Wow!,"Awesome app, love it!",5,odog1,free,NA,NA,npm app-store-scraper,0,0,0,1
GR,NCH,Dropbox,2392916768,Okay app,Mine also tends to show many missing dates and also doesn’t delete photos properly the first time!,3,Gilfromtx,free,NA,NA,npm app-store-scraper,0,1,0,1
GR,NCH,Dropbox,3207447452,Zero support or instructions on how to get started,"I took the 30 day free trial with DropBox plus i think it’s called where id get 1 tb if storage but I cant find how to get started. The app isn’t even showing up on my screen but when i go to the app store it says i have it.  I’m canceling be because i cant even find it.  Too bad, i wanted to move away from Google Photos where everything stays locked up so bad that none of my photos or vids can be viewed or downloaded.
Is there a company like this that actually works somewhere?",1,RockNRowBoat,free,NA,NA,npm app-store-scraper,1,0,0,1
GR,NCH,Dropbox,2419012516,Can’t save a file to photos anymore,"You can’t download or export a file to your photos app on iPhone.  The only way to do it is use another app and then download it to photos. Pretty useless at that point if you have to use a second app to send a file to someone.  You can share access to the file but it confuses the person you send it to them they can’t download either.  
Was a good app but now useless for my needs.  Will find a more user friendly app.",1,gdp1320,free,NA,NA,npm app-store-scraper,1,0,0,0
GR,NCH,Dropbox,2679315837,My favorite app!,I use Dropbox for all of my recipes. I have it on all my devices. At the grocery store and need ingredients for one of my recipes? I got it on my phone!!!! Many of my friends use this app to share recipes. It is also interactive with other apps. This is my favorite third part app!!!,5,Gammy na,free,NA,NA,npm app-store-scraper,1,0,0,1
GR,NCH,Dropbox,3064346372,TRASH,I SAVED PICTURES OF MY FAMILY MEMBERS AND ME ON THIS APP AND WHEN I LOGGED BACK IN LATER ON NONE OF THE PICTURES WERE THERE..SO I DO NOT RECOMMEND THIS APP AT ALL,1,Anonymus1234566,free,NA,NA,npm app-store-scraper,1,1,0,1
GR,NCH,Dropbox,2381108831,Best cloud storage - hands down!!,"After using google drive, box, iCloud, OneDrive, this is by far the most elegant cloud storage available.  90% of businesses shouldn’t even consider local on prem file sharing servers.  With full Compliance, data integrity, back up, disaster recovery, permissions, ease of use, and your data wherever and whenever you need it... off any platform... nothing more to ask for!! Thank the you for years of continued storage across all my computers and devices.  I do miss carousel!!",5,macmaven234,free,NA,NA,npm app-store-scraper,0,0,0,1
GR,NCH,Dropbox,2627960341,WHY REDUCE THE SPACE,"iCloud, OneDrive and other cloud storages give more space but you choose to reduce the space from 5GB to 2GB. Worst service strategy EVER!!!!!!",1,Bibini kwæsi,free,NA,NA,npm app-store-scraper,1,0,0,1
GR,NCH,Dropbox,2450655690,Great at syncing bad at organizing.,"The biggest problem within the app for me is the sort by “modified date” especially for photos. The sorting is neither done by the date the photos were uploaded to dropbox or the date the photos were taken or modified. Basically if I want a photo that I uploaded from my camera roll a week ago i would not find it easily, because dropbox is confused, sometimes it would by the date uploaded or the date taken(like in iPhone camera roll). Anyway, it is confusing.",3,Ald7mi2007,free,NA,NA,npm app-store-scraper,1,0,0,0
GR,NCH,Dropbox,3020596111,Why?,"This app does not show all of the files and folders as the app on my Win10 desktop.

Why?

Still waiting for reply! Aug 5, 2018",1,jeighcee,free,NA,NA,npm app-store-scraper,0,1,0,0
GR,NCH,Dropbox,2909177031,Review,"The AI has deteriorated to the point that the uses has to guess the German gender of a word 
If you guess wrong no recourse the a few frames later same clue and same answers but previous answers wrong because they wanted the other gender. 
 To me the crowns XP and gems do nothing and are useless. I will not use gems to buy health as this bypasses the learning in practice. The old habit of using practice to introduce new words or concepts continues. 
I tried using groups only to discover spent time getting right answer to get more XP‘s again bypassing learning. So dropped that. 

The apps AI used to allow for spelling errors but that feature has been lost. The practice section is useful but this section has a huge amount of repetition, which is a time waste to get a health. 
I have compared answers given in app with other translators and don’t get the apps results. I have used other translators results in app sometimes getting a correct sometimes getting a false. Therefore, not sure how much to trust the app and/or the other translator. Still sorting this issue out to determine trustworthiness of app or should it be dropped. 
For reference I only use the app with aids, not sure spending money for aid free buys me anything.",3,big-prof,free,NA,NA,npm app-store-scraper,1,0,0,0
GR,NCH,Dropbox,2689428423,Does not Save to designated Folder,"Can’t find docs in the Folder I moved them to. 
No ability to rename PDFs, eg, 1254ZXC-298-DRMKL-667 is a typical example of how some files are saved as, which makes the Search option irrelevant!!
Please improve.",1,beangroovy2,free,NA,NA,npm app-store-scraper,1,1,0,0
GR,NCH,Dropbox,2667014425,Cannot ever cancel!,"I declined my renewal offers 10x, then went into app store and cancelled my subscription. YET i continue to be billed!  6 months later.  With no response.
DONT TRY ‘FREE’ TRIAL!",1,mdwils,free,NA,NA,npm app-store-scraper,0,1,0,0
GR,NCH,Dropbox,3280381029,Never works for me,"Every time I try to use this app, it tells me to download it and sends me to the App Store, even though I already have it downloaded on my phone. I’ve only been able to successfully use it a couple times.",1,alycewandering,free,NA,NA,npm app-store-scraper,0,1,0,0
GR,NCH,Dropbox,2564563112,Horrible,"I've used Dropbox for years and loved it but for some reason they've changed something majorly and it's horrible. I've texted and emailed and gotten no answer....i used to be able to see my files when i was on the road from any of my devices, they used to sync nicely
Now nothing syncs, plus a feature i loved veggie was being able to edit or add something to a file, no more :(
If anyone has a clue on getting these two features to work again, I'd love to hear it. I'm a realtor and need to see and work on my files enroute without having to drag my pc everywhere",1,LindaF520,free,NA,NA,npm app-store-scraper,1,1,0,0
GR,NCH,Dropbox,2684844516,Am confused,"I am not literate on a computer, and you make all these changes and I do not understand what is going on, so do not avail myself of all the things that can be done.    You really should have some simple way of explaining the changes you make and how to benefit from them",2,Coral cake,free,NA,NA,npm app-store-scraper,1,0,0,0
GR,NCH,Dropbox,2668129736,Excellent,I have been a Dropbox user for many years. Many excellent features. One is the multiple backups to a file. That saved a very important file that crashed. Went to the file on Dropbox chose the backup prior to crash and was restored. Saved a panic attack.,5,plcman1914,free,NA,NA,npm app-store-scraper,1,0,0,1
GR,NCH,Dropbox,2689428423,Does not Save to designated Folder,"Can’t find docs in the Folder I moved them to. 
No ability to rename PDFs, eg, 1254ZXC-298-DRMKL-667 is a typical example of how some files are saved as, which makes the Search option irrelevant!!
Please improve.",1,beangroovy2,free,NA,NA,npm app-store-scraper,1,1,0,0
GR,NCH,Dropbox,3176056649,Unsubscribe,"Like the previous reviewer,I only wanted Dropbox for the small amount of free coverage   I have not used ANY service to my knowledge but I am charged $9:99 every month  I am 76 years old I want you off my iPhone and off my charge card.",1,Dropyou,free,NA,NA,npm app-store-scraper,1,1,0,0
GR,NCH,Dropbox,2247503622,cannot perform the most basic functions,"Such as: 
If you create a folder within a folder you CANNOT move a file from the general folder you’ve created (eg: “Baseball”) to the new sub folder (eg: “Mets”).
 Pathetic!

I gave it 2 stars because you can create folders, store files in them, share files or folders via links, etc. But this is 2018 folks. No sub folder utility? 
Ten minutes of typing for a coder?",2,smhcine,free,NA,NA,npm app-store-scraper,1,0,1,0
GR,NCH,Dropbox,2242635773,Horrible!!,"I accidently hit synch from iPhone and unable to stop synching ALL of my downloads and personal photos. 

There is NO way to stop the synching. I have spent hours trying to find the solution.",1,Oceanbaaby,free,NA,NA,npm app-store-scraper,1,0,0,0
GR,NCH,Dropbox,2300670964,I waited for years....,"Dear Dropbox, 

You made me wait an hour just to tell me that my files were not uploading because i had no storage. I hate you now. 

Sincerely, Everyone.",1,hank summers,free,NA,NA,npm app-store-scraper,1,0,0,0
GR,NCH,Dropbox,2533308017,Destroys Live Photos silently,"If you use Dropbox to backup your photos, you’re losing Live Photos. I lost all the movements of my new born and thank god I was using Google Photos in parallel, so I recovered some of them there. More recently Dropbox free refused to backup my photos unless I signed up for a paid plan even though I referred 10+ customers over 10 years. So I have decided to become a paid customer — of Google Drive.",1,Sfpirate,free,NA,NA,npm app-store-scraper,1,1,0,0
GR,NCH,Dropbox,2878440917,.xml files show raw code - no longer preview correctly,".xml files show raw code - no longer preview correctly

recent update broke viewing .xml files
website and app show raw code

will change my rating when this is fixed",1,psykken,free,NA,NA,npm app-store-scraper,1,1,0,0
GR,NCH,Dropbox,2668129736,Excellent,I have been a Dropbox user for many years. Many excellent features. One is the multiple backups to a file. That saved a very important file that crashed. Went to the file on Dropbox chose the backup prior to crash and was restored. Saved a panic attack.,5,plcman1914,free,NA,NA,npm app-store-scraper,1,0,0,1
GR,NCH,Dropbox,2992389151,Background upload,"The whole point of camera upload in the background is to not have to constantly open the app and get it to start uploading. Extremely annoying, having to remember to open the app just to upload my recent photos",1,Asydia,free,NA,NA,npm app-store-scraper,1,0,0,0
GR,NCH,Dropbox,3276315505,Be Careful with the Free trial,"Be careful with the free trial, once you put your credit card information they will charge you even if you cancel it early. I did cancel it like 5 days earlier from the trial expiration day and they still charged me.",1,KCstone03,free,NA,NA,npm app-store-scraper,1,1,0,0
GR,NCH,Dropbox,2557498918,Poor Support,"I have to rate you low to get your attention.

- I’ve been hacked, home computer compromised, all accounts accessed. Hacks utilize java, hidden xml code in file names as an 

extra extension on file names i.e. 
Normal - vs. - Corrupted  
journal.doc - vs. - journal.doc.date

App appears to be sudo secure, but my dropbox once had documents. They cleaned them out, and I bet they did bypassing your security. They have the GOD Network Admin for pushing out windows updates. You’ll see, if you notice at all, java update lower right corner of your screen. there is some sort of java exploit and everything is vulnerable allowing Java.

Speaking of which; I am amazed and bewildered that company’s put so much money, time, and effort... into building a robust superior application, yet provide inferior support from the app. A simple tagline in users account of the app “Need Support, Report A Bug? Click here” 

BTW Your website is Java coded which I have block on this iPhone, thus not able to contact you through standard procedures.

SO MY QUESTION TO TECHNICAL SUPPORT;
- If I did not delete documents from my account.
- Dropbox did not delete documents from my account.
Q: WHERE DID MY DOCUMENTS GO?
Q: WHY COULDN’T YOU DETECT THE COMPROMISE?
Q: ARE MY DOCUMENTS RETRIEVABLE ON ANY SORT OF BACKUP?
-? Is there a report showing that their was once documents their??
Feel free to contact me: seattle area code 7158950.",1,LeonHambrook,free,NA,NA,npm app-store-scraper,0,0,0,1
GR,NCH,Dropbox,2424642886,Forced to download app to view photos,I couldn’t view an album shared with me on my phone without being forced to download the app. 1 star rating until this abhorrent business practice is stopped.,1,Andreww009,free,NA,NA,npm app-store-scraper,0,0,0,0
GR,NCH,Dropbox,2839888942,Dropbox app,Invaluable communication tool! Very fast for how much it’s loading!,5,DancenetTV,free,NA,NA,npm app-store-scraper,0,0,0,1
GR,NCH,Dropbox,3167997358,Please refund my card!,I agree with the previous poster. I also noticed a charge for this app that I actually don’t use. I have tried several times to get in contact with this company to be refunded and have had zero success.,1,Arose fairy,free,NA,NA,npm app-store-scraper,1,1,0,0
GR,NCH,Dropbox,3313214870,Freezes,"I have loved this app since the beginning. 
But since the last few updates, it is constantly freezing on iPhone. 
I have 40 files that refute upload. 
They need to fix this.",2,KillerKane0861,free,NA,NA,npm app-store-scraper,0,1,0,1
GR,NCH,Dropbox,2770451950,Help!,"I’m unable to open, download, and/or print files.",1,Dwetha69,free,NA,NA,npm app-store-scraper,0,1,0,0
GR,NCH,Dropbox,2496894835,Pretty good!,"Overall it’s a well made app, perfect for moving files between devices. I don’t use it very often, but when I do it’s handy. Personally I wouldn’t recommend the paid version, but besides that, very well made and easy to use!",4,009milo,free,NA,NA,npm app-store-scraper,0,0,0,1
GR,NCH,Dropbox,3272012660,Trying to cancel subscription but can’t,It suggests that I should be able to cancel my subscription by using App Store...App Store shows I’m subscribed but doesn’t offer a way to unsubscribe.  It was very easy to subscribe...why so difficult to unsubscribe????  Please help!,1,So-so is all,free,NA,NA,npm app-store-scraper,1,1,0,0
GR,NCH,Dropbox,2565078415,great,great,5,kafranklin,free,NA,NA,npm app-store-scraper,0,0,0,1
GR,NCH,Dropbox,2427709069,Storage,I used Dropbox for years. Basically ever since 2012-2013. You guys gave me 50gb when I invited others and connected Dropbox to my laptop. How could you take away all my storage. That’s so messed up.,3,Pinoy hipster,free,NA,NA,npm app-store-scraper,1,0,1,0
GR,NCH,Dropbox,2353885970,Not compatible with files app,"Having to go inside a folder and make each individual file offline is a bit cumbersome when I need the entire folder to be off-line. I would like the ability to make an entire folder off-line.

3-27-18

I’m not able to drag and drop from the files app on my iPad Pro 12.9” which has all of my relevant documents into Dropbox. Instead I have to go through the cumbersome task of going to my laptop and dragging manually which is not always on me. Please fix this..

( the dropbox app is not compatible with the native files app from Apple. When I go into files it states that I can’t access my data because of the passcode lock... )",1,Parriejames,free,NA,NA,npm app-store-scraper,1,0,1,0
GR,NCH,Dropbox,3313214870,Freezes,"I have loved this app since the beginning. 
But since the last few updates, it is constantly freezing on iPhone. 
I have 40 files that refute upload. 
They need to fix this.",2,KillerKane0861,free,NA,NA,npm app-store-scraper,0,1,0,1
GR,NCH,Dropbox,2319102699,Not working properly,After selecting an image to view I can't go back to menu/folders etc. Have to close app to close image view.,1,Icy flower,free,NA,NA,npm app-store-scraper,0,1,0,0
GR,NCH,Dropbox,2975061757,Did something change in the past 2 weeks?!,"I looked up Dropbox and the only reason I installed it (on my iPad) was so I could have a very little bit of space for the brushes I was going to upload to Procreate. Not much space at all. That was an option I could choose and not pay anything for it. I would NEVER have downloaded the app if I was going to be charged at any time. I *don’t* do subscriptions. I knew the amount of space was really small, but so was the amount my brushes needed. I then see $99 on my credit card statement! I knew the amount seemed odd. I see people reviewing it saying $75 is too much...NONE of this was on there before I downloaded it. I looked at everything. I chose to use the free version that had very limited options. It did not say this was a trial and would change. I don’t want this and I would really appreciate it if you would refund that $99. I don’t buy apps or subscriptions like that for a reason! What’s written now is different than when I downloaded the app. Again, I never would have downloaded it. Please, please refund my money!",1,35madscientist,free,NA,NA,npm app-store-scraper,1,1,0,0
GR,NCH,Dropbox,2419387893,Photo moving,I tried to move photos from my Dropbox to my iPhone and unfortunately I was only able to do so by selecting photos individually instead of selecting groups of photos. I recommend this single selection NOT be a thing for the next update.,2,Tink-95,free,NA,NA,npm app-store-scraper,1,0,1,0
GR,NCH,Dropbox,3151535503,Can’t save files anymore,"I use Dropbox almost everyday but for the last couple of weeks I haven’t been able to save any files to my phone ☹️ other than that and fact you can share a file unless the other person has a Dropbox, this app is great.",4,Cvsey_,free,NA,NA,npm app-store-scraper,0,1,0,1
GR,NCH,Dropbox,3244583439,Update causes crash,What’s going on with the new update!? It’s crashing every time I use it. It’s the most frustrating thing because this is such an important tool for me. You’ve been so good Dropbox! Why now? Why ya gotta burn me like this?,1,Matthew Takes,free,NA,NA,npm app-store-scraper,0,1,0,0
GR,NCH,Dropbox,2564563112,Horrible,"I've used Dropbox for years and loved it but for some reason they've changed something majorly and it's horrible. I've texted and emailed and gotten no answer....i used to be able to see my files when i was on the road from any of my devices, they used to sync nicely
Now nothing syncs, plus a feature i loved veggie was being able to edit or add something to a file, no more :(
If anyone has a clue on getting these two features to work again, I'd love to hear it. I'm a realtor and need to see and work on my files enroute without having to drag my pc everywhere",1,LindaF520,free,NA,NA,npm app-store-scraper,1,1,0,0
GR,NCH,Dropbox,3331728527,Children Doing The Quality Control,"Most of my files are missing... no indication of them being updated or syncing or a data wheel turning... just says folder is empty.... been waiting four hours now no files... is quality control just an out dated concept?  Where are my files?

Update: now photo uploads stall after 2 photos. Rebooting the phone gives the ability to load 2 more before stalling again",1,Joliver332,free,NA,NA,npm app-store-scraper,0,1,0,0
GR,NCH,Dropbox,2492780872,Not user friendly- hard to use with other apps,"I cannot figure out how to take pictures from here and put on Instagram. You would have to save to camera roll first. It’s just not user friendly. I only use this app when other people send me pictures this way. Otherwise, I find it very limiting.",2,Cmlohnes,free,NA,NA,npm app-store-scraper,1,0,0,0
GR,NCH,Dropbox,2501293583,Folder FIAL,What did you do?? The entire planet organizes data hierarchical but you decide to just load recents and years?? FIAL! Fail wicked haahd. Bring back my folder structure like Apple and OneDrive do.,2,Rob4G1,free,NA,NA,npm app-store-scraper,1,0,1,0
GR,NCH,Dropbox,2770451950,Help!,"I’m unable to open, download, and/or print files.",1,Dwetha69,free,NA,NA,npm app-store-scraper,0,1,0,0
GR,NCH,Dropbox,2595437193,No thanks Google,I deleted google from all my devices. Politarian BS. They squelch conservative values in place of communist ideals. Later! Dweebs,1,Eric mercer,free,NA,NA,npm app-store-scraper,0,0,0,0
GR,NCH,Dropbox,2975061757,Did something change in the past 2 weeks?!,"I looked up Dropbox and the only reason I installed it (on my iPad) was so I could have a very little bit of space for the brushes I was going to upload to Procreate. Not much space at all. That was an option I could choose and not pay anything for it. I would NEVER have downloaded the app if I was going to be charged at any time. I *don’t* do subscriptions. I knew the amount of space was really small, but so was the amount my brushes needed. I then see $99 on my credit card statement! I knew the amount seemed odd. I see people reviewing it saying $75 is too much...NONE of this was on there before I downloaded it. I looked at everything. I chose to use the free version that had very limited options. It did not say this was a trial and would change. I don’t want this and I would really appreciate it if you would refund that $99. I don’t buy apps or subscriptions like that for a reason! What’s written now is different than when I downloaded the app. Again, I never would have downloaded it. Please, please refund my money!",1,35madscientist,free,NA,NA,npm app-store-scraper,1,1,0,0
GR,NCH,Dropbox,2231116119,Can’t export multiple documents at once,"Title says it all—you can’t even export folders so if it weren’t for another app all you could do is go in and export each thing individually—if you have hundreds of things in your Dropbox, then I guess you’re just f$&%ed",1,Paulo719,free,NA,NA,npm app-store-scraper,1,0,0,0
GR,NCH,Dropbox,3299586917,Stop,Just get google photos.,1,yeonsooz94,free,NA,NA,npm app-store-scraper,0,0,0,1
GR,NCH,Dropbox,2926212582,Crappy,This app is horrible why you got to pay to use this app like that make no sense so just saying wow why you gotta pay to use this app!,1,bsadar,free,NA,NA,npm app-store-scraper,0,0,0,1
GR,NCH,Dropbox,3005589499,Why does background back up need my location and why doesn’t it save live photos as live,This app would be perfect if the background sync didn’t inexplicably need to track my location to work (which I refuse to allow on principle) and if it could automatically save live photos with their corresponding video files.,4,MMdMarkham,free,NA,NA,npm app-store-scraper,1,0,0,0
GR,NCH,Dropbox,3013396045,Nice!! But...,I love the app so much. Especially the creating a doc with a picture. But can there be a way to convert or share a file into the app files iOS?,4,Zhhwjdbbfbsjdvfnjs djdjssnd,free,NA,NA,npm app-store-scraper,1,0,1,1
GR,NCH,Dropbox,3207053489,A suggestion,"Hey guys
I have seen a bug in chrome, when I want to save a pdf file from chrome to Dropbox, i can't save it in my Dropbox folder unless I email it someone, please make it optional to save or send by email, sending an email is a must to save the file in Dropbox folder.",4,fa_daniel,free,NA,NA,npm app-store-scraper,0,1,1,0
GR,NCH,Dropbox,3218137346,No support/Tried to charge for a cancelled subscription,"BEWARE!  I cancelled my trial, the App Store tried to charge me a week before trial was up, then continued trying to charge me,fortunately I had removed my credit card before that because App Store said my valid card wasn’t valid, obvious App Store problem.  Way to go Apple! 

Dropbox sends emails you can’t reply to, and there is no way to contact them thru app or website, I’d rate ZERO stars if I could, how are users supposed to get support? Reading other reviews, apparently there is none, that’s a major FAIL!!!

I suppose the app works ok if you have access to high speed internet or work with tiny files, but if you don’t or are limited to a cell connection it’s pointless if working with large video files.",1,Xvd68,free,NA,NA,npm app-store-scraper,1,1,0,0
GR,NCH,Dropbox,2549910387,Makes me have too much of a headache,"The apps one purpose is to be used as storage and it dosent even get stored no help if what it less help more of a pain in the back this is the first app I have rated and this app deserves a bad rating the people who read the ratings first before downloading are smart.

This app overall is just a waste of time good ratings are people who havent found the good apps yet.",1,idhd83,free,NA,NA,npm app-store-scraper,0,0,0,1
GR,NCH,Dropbox,2512773742,Terrible service. Deleted all of my family photos without permission.,Wish I could go back in time and never uploaded my family photos thinking they would be safe.,1,Chipgau,free,NA,NA,npm app-store-scraper,0,0,0,1
GR,NCH,Dropbox,2354450863,App,Love that I can access all my files from any of my devices and mac computer,5,Mytun3s,free,NA,NA,npm app-store-scraper,1,0,0,0
GR,NCH,Dropbox,2500065959,Deleted files access via app,I have an iPhone 5s. The version of your app on my phone does not allow for the deleted files to be viewed. If it weren't for this I would give the app five stars.,4,JWOss,free,NA,NA,npm app-store-scraper,1,0,0,0
GR,NCH,Dropbox,2646414337,Useful but not cheap,It's l like owning your own little piece of the Cloud. I set up my back up utility to make an automatic nightly back up of my important directories. So I have total peace of mind even if my house burns down! I wish I could get more storage for my money!,4,Jphil23,free,NA,NA,npm app-store-scraper,0,0,0,1
GR,NCH,Dropbox,2309927531,Google sign In,Every time I sign out with google and sign in it signs me into my same account I’m trying to aim into a different one but won’t let me,1,Hjbkkv,free,NA,NA,npm app-store-scraper,0,1,0,0
GR,NCH,Dropbox,2438306028,Horrible Update,Updated drop box a moment ago and nowhere did it say it would take the auto camera roll upland. Now you either have to upgrade by paying for a subscription or connect to your computer. The point of downloading the app was the convenience of being able to upload and back to my camera roll away from home.,1,lunamoon25,free,NA,NA,npm app-store-scraper,0,1,0,0
GR,NCH,Dropbox,3064346372,TRASH,I SAVED PICTURES OF MY FAMILY MEMBERS AND ME ON THIS APP AND WHEN I LOGGED BACK IN LATER ON NONE OF THE PICTURES WERE THERE..SO I DO NOT RECOMMEND THIS APP AT ALL,1,Anonymus1234566,free,NA,NA,npm app-store-scraper,1,1,0,1
GR,NCH,Dropbox,2960297012,Five stars for completely disappointing me!!,"I’ve had this app for a while now. They promise to keep all your pictures safe “NO MATTER WHAT” which is all a lie! Let’s say u lose access  to the account for a bit so you are inactive with it. Well without them even asking for your permission, they decide to erase your account and all the pictures you saved with it!! I completely believed them like an idiot and deleted my pictures and gave it to them so they can “KEEP IT SAFE” and without even consulting me or thinking about the fact that I have important pictures and things I actually wanted them to keep safe, they just erase and pretend like nothing ever happened. I completely do not recommend this app!! PLEASE DO NOT DOWNLOAD IT!!! GET EVERALBUM OR EVEN GOOGLE PICTURES BUT DO NOT USE THIS!!!",5,keilaa.17,free,NA,NA,npm app-store-scraper,1,0,0,1
GR,NCH,Dropbox,2746991423,Great service,Excellent and efficient service,5,Rplight,free,NA,NA,npm app-store-scraper,0,0,0,1
GR,NCH,Dropbox,2918836340,Brushes x Dropbox does not work,Dropbox in the popular drawing app Brushes does not work and has not worked for over 6 months. Is Dropbox planning a fix?,1,.AM.,free,NA,NA,npm app-store-scraper,1,1,0,0
GR,NCH,Dropbox,2362277401,Worst Customer Service EVER,"I downloaded this app. Synced my notes from another note app into Dropbox. When I looked for my notes, all the titles of the notes are there. However, every folder is empty. I’ve done everything I’ve read to do, but still no notes. I wrote to the company asking for help. I have heard NOTHING back from them. I had some personal notes that I wanted to print, when my printer is fixed. Now it seems they are gone forever. I was using the free basic version. Maybe that’s why they don’t have time for my problem. Terrible app and terrible customer service - actually in my case - no customer service!!!",1,The Grammy of 5,free,NA,NA,npm app-store-scraper,1,1,0,0
GR,NCH,Dropbox,2505096827,Love the app,Use the app frequently on my iPhone.  Need an Apple Watch app!!,5,ousue,free,NA,NA,npm app-store-scraper,1,0,1,1
GR,NCH,Dropbox,3020596111,Why?,"This app does not show all of the files and folders as the app on my Win10 desktop.

Why?

Still waiting for reply! Aug 5, 2018",1,jeighcee,free,NA,NA,npm app-store-scraper,1,1,0,0
GR,NCH,Dropbox,2626875852,Horrid,This app on iPhone is just horrible not user friendly at all hard to add pics to folders and if you need to delete a lot of files at once  then clear out the rest of your day,1,Lew76,free,NA,NA,npm app-store-scraper,1,0,0,1
GR,NCH,Dropbox,3298746030,Troubles,"So I’ve used Dropbox for a year or two. Been a great app. Unfortunately the last two weeks maybe less I’ve had issues with media. If I have an MP3 file, I can’t listen to it. Or I’ll have to reset the app multiple times to even play it. The app crashes a lot. As of now it’s barely usable. I hope the Devs see this and look into it. It’s not my device or connection as all of my files are offline compatible. Hopefully they fix it so I can bump it back up to a 5 star. Love Dropbox",1,MafiaAlex,free,NA,NA,npm app-store-scraper,1,1,0,1
GR,NCH,Dropbox,3189929236,Annoying,"It’s kinda cool to have personal files and everything but every time someone sends me a link for Dropbox it’s always telling me to sign in or get the app, even though I have it and haven’t signed out since I got it",3,Warfstache2020,free,NA,NA,npm app-store-scraper,1,0,0,1
